TWA/TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;80
58;0;1,397;2,794;4,191;5,588;6,985;8,382;9,779;11,176;12,573;13,97;15,367;16,764;18,162;18,948;19,734;20,52;21,306;22,093;22,351;22,609;22,867;23,125;23,384;22,933;22,483;22,033;21,583;21,133;20,644;20,156;19,668;19,179;18,691;18,203;17,715;17,449;17,184;16,919;16,654;16,389;9,8334
59;0;1,422;2,844;4,266;5,689;7,111;8,533;9,955;11,378;12,802;14,226;15,65;17,074;18,499;19,304;20,11;20,916;21,722;22,528;22,793;23,059;23,324;23,59;23,856;23,396;22,937;22,478;22,019;21,56;21,062;20,565;20,068;19,571;19,074;18,577;18,08;17,81;17,54;17,27;17;16,73;10,038
60;0;1,447;2,894;4,342;5,789;7,236;8,684;10,131;11,579;13,03;14,481;15,932;17,383;18,835;19,66;20,486;21,312;22,138;22,964;23,237;23,51;23,783;24,056;24,329;23,86;23,392;22,923;22,455;21,987;21,48;20,974;20,468;19,962;19,456;18,95;18,444;18,169;17,894;17,62;17,345;17,071;10,2426
61;0;1,462;2,925;4,388;5,851;7,314;8,777;10,24;11,703;13,188;14,674;16,16;17,646;19,132;19,975;20,819;21,662;22,506;23,35;23,633;23,917;24,201;24,485;24,769;24,295;23,822;23,348;22,875;22,402;21,878;21,354;20,831;20,307;19,784;19,26;18,737;18,449;18,161;17,873;17,585;17,297;10,3782
62;0;1,478;2,956;4,435;5,913;7,391;8,87;10,348;11,827;13,347;14,867;16,387;17,907;19,428;20,289;21,151;22,012;22,874;23,736;24,03;24,325;24,619;24,914;25,209;24,73;24,252;23,773;23,295;22,817;22,276;21,735;21,194;20,653;20,112;19,571;19,03;18,728;18,427;18,126;17,825;17,524;10,5144
63;0;1,493;2,987;4,481;5,975;7,468;8,962;10,456;11,95;13,504;15,059;16,614;18,169;19,724;20,603;21,482;22,362;23,241;24,121;24,426;24,731;25,037;25,342;25,648;25,164;24,681;24,198;23,715;23,232;22,673;22,115;21,556;20,998;20,439;19,881;19,323;19,008;18,693;18,379;18,064;17,75;10,65
64;0;1,509;3,018;4,527;6,037;7,546;9,055;10,564;12,074;13,663;15,252;16,841;18,43;20,02;20,917;21,814;22,712;23,609;24,507;24,823;25,139;25,455;25,771;26,088;25,599;25,111;24,623;24,135;23,647;23,071;22,495;21,919;21,343;20,767;20,191;19,616;19,288;18,96;18,632;18,304;17,977;10,7862
65;0;1,524;3,049;4,574;6,099;7,623;9,148;10,673;12,198;13,821;15,445;17,068;18,692;20,316;21,231;22,146;23,062;23,977;24,893;25,22;25,547;25,874;26,201;26,528;26,034;25,541;25,048;24,555;24,062;23,468;22,875;22,282;21,688;21,095;20,502;19,909;19,567;19,226;18,885;18,544;18,203;10,9218
66;0;1,556;3,112;4,669;6,225;7,781;9,338;10,894;12,451;13,979;15,637;17,295;18,953;20,612;21,545;22,478;23,412;24,345;25,279;25,616;25,954;26,292;26,63;26,968;26,469;25,971;25,472;24,974;24,476;23,865;23,254;22,644;22,033;21,423;20,812;20,202;19,847;19,492;19,138;18,783;18,429;11,0574
67;0;1,589;3,179;4,769;6,359;7,948;9,538;11,128;12,718;14,137;15,83;17,522;19,215;20,908;21,859;22,81;23,762;24,713;25,665;26,013;26,362;26,71;27,059;27,408;26,904;26,401;25,897;25,394;24,891;24,263;23,635;23,007;22,379;21,751;21,123;20,495;20,127;19,759;19,391;19,023;18,656;11,1936
68;0;1,623;3,246;4,869;6,492;8,115;9,738;11,361;12,985;14,296;16,023;17,75;19,477;21,204;22,173;23,142;24,112;25,081;26,051;26,41;26,769;27,129;27,488;27,848;27,339;26,831;26,322;25,814;25,306;24,66;24,015;23,369;22,724;22,078;21,433;20,788;20,406;20,025;19,644;19,263;18,882;11,3292
69;0;1,656;3,313;4,969;6,626;8,282;9,939;11,595;13,252;14,528;16,215;17,977;19,738;21,5;22,487;23,474;24,462;25,449;26,437;26,807;27,177;27,547;27,917;28,288;27,774;27,261;26,747;26,234;25,721;25,058;24,395;23,732;23,069;22,406;21,743;21,081;20,686;20,292;19,897;19,503;19,109;11,4654
70;0;1,689;3,379;5,069;6,759;8,449;10,139;11,829;13,519;14,82;16,408;18,204;20;21,796;22,801;23,806;24,811;25,816;26,822;27,203;27,584;27,965;28,346;28,728;28,209;27,691;27,172;26,654;26,136;25,455;24,775;24,095;23,414;22,734;22,054;21,374;20,966;20,558;20,15;19,742;19,335;11,601
71;0;1,716;3,433;5,149;6,866;8,583;10,299;12,016;13,733;15,069;16,548;18,353;20,158;21,964;23;24,036;25,072;26,108;27,144;27,535;27,927;28,319;28,711;29,103;28,588;28,074;27,56;27,046;26,532;25,846;25,161;24,475;23,79;23,104;22,419;21,734;21,316;20,898;20,48;20,062;19,645;11,787
72;0;1,743;3,487;5,23;6,974;8,717;10,461;12,204;13,948;15,32;16,692;18,502;20,317;22,132;23,198;24,265;25,331;26,398;27,465;27,867;28,27;28,672;29,075;29,478;28,968;28,458;27,948;27,438;26,929;26,238;25,547;24,857;24,166;23,476;22,785;22,095;21,667;21,239;20,811;20,383;19,955;11,973
73;0;1,77;3,54;5,31;7,081;8,851;10,621;12,391;14,162;15,569;16,976;18,651;20,475;22,299;23,396;24,494;25,591;26,689;27,787;28,2;28,613;29,026;29,439;29,853;29,347;28,841;28,336;27,83;27,325;26,629;25,933;25,237;24,542;23,846;23,15;22,455;22,017;21,579;21,141;20,703;20,265;12,159
74;0;1,797;3,594;5,391;7,188;8,985;10,782;12,579;14,376;15,818;17,261;18,801;20,634;22,467;23,595;24,723;25,851;26,979;28,108;28,532;28,956;29,38;29,804;30,228;29,726;29,225;28,724;28,223;27,722;27,021;26,32;25,619;24,918;24,217;23,516;22,816;22,367;21,919;21,471;21,023;20,575;12,345
75;0;1,823;3,647;5,471;7,295;9,118;10,942;12,766;14,59;16,068;17,546;19,024;20,792;22,635;23,794;24,953;26,112;27,271;28,43;28,864;29,299;29,734;30,169;30,604;30,107;29,61;29,113;28,616;28,119;27,412;26,706;26;25,294;24,588;23,882;23,176;22,717;22,259;21,801;21,343;20,885;12,531
76;0;1,85;3,701;5,551;7,402;9,252;11,103;12,953;14,804;16,317;17,831;19,344;20,951;22,803;23,992;25,182;26,371;27,561;28,751;29,196;29,642;30,087;30,533;30,979;30,486;29,993;29,5;29,007;28,515;27,803;27,092;26,381;25,67;24,959;24,248;23,537;23,068;22,6;22,132;21,664;21,196;12,7176
77;0;1,877;3,754;5,631;7,509;9,386;11,263;13,14;15,018;16,567;18,116;19,665;21,214;22,971;24,191;25,411;26,632;27,852;29,073;29,529;29,985;30,441;30,897;31,354;30,865;30,377;29,888;29,4;28,912;28,195;27,479;26,762;26,046;25,329;24,613;23,897;23,418;22,94;22,462;21,984;21,506;12,9036
78;0;1,904;3,808;5,712;7,616;9,52;11,424;13,328;15,233;16,817;18,401;19,985;21,569;23,154;24,39;25,641;26,892;28,143;29,394;29,861;30,328;30,795;31,262;31,729;31,244;30,76;30,276;29,792;29,308;28,586;27,865;27,143;26,422;25,7;24,979;24,258;23,769;23,281;22,792;22,304;21,816;13,0896
79;0;1,93;3,861;5,792;7,723;9,654;11,585;13,516;15,447;17,066;18,686;20,305;21,925;23,545;24,588;25,87;27,152;28,434;29,716;30,193;30,671;31,148;31,626;32,104;31,624;31,144;30,664;30,184;29,705;28,978;28,251;27,524;26,798;26,071;25,344;24,618;24,119;23,621;23,122;22,624;22,126;13,2756
